"","ID","Choice_situation","alt1_x1","alt1_x2","alt1_x3","alt1_x4","alt2_x1","alt2_x2","alt2_x3","alt2_x4","alt3_sq","Block","group","V_1","V_2","V_3","e_1","e_2","e_3","U_1","U_2","U_3","CHOICE"
"841",85,2,0,0,0,100,0,1,1,120,1,1,1,-0.5,-0.63,-1,-1.01363504239093,-0.839575837753461,0.282959877097584,-1.51363504239093,-1.46957583775346,-0.717040122902416,3
"842",85,5,50,1,0,120,50,0,1,80,1,1,1,-2.62,-2.41,-1,1.01027612164825,-1.4229279053381,0.24870429292233,-1.60972387835175,-3.8329279053381,-0.75129570707767,3
"843",85,9,0,0,1,90,0,1,0,130,1,1,1,-0.46,-0.67,-1,1.70781922148497,-0.219954460698985,0.0573066694042461,1.24781922148497,-0.889954460698985,-0.942693330595754,1
"844",85,10,25,0,0,110,25,1,0,80,1,1,1,-1.55,-1.42,-1,0.514363740057938,-0.760652527215868,4.19875631543699,-1.03563625994206,-2.18065252721587,3.19875631543699,3
"845",85,12,25,0,1,120,25,0,0,150,1,1,1,-1.61,-1.75,-1,0.415907937045776,-0.0667329984547037,1.86713516956062,-1.19409206295422,-1.8167329984547,0.867135169560623,3
"846",85,13,0,1,0,80,25,1,1,130,1,1,1,-0.42,-1.68,-1,1.06942795925704,-1.00678744695916,-0.0788081304565718,0.649427959257043,-2.68678744695916,-1.07880813045657,1
"847",85,15,25,0,1,120,25,1,0,80,1,1,1,-1.61,-1.42,-1,-0.145249637045574,-1.32605954450826,-0.130599994828304,-1.75524963704557,-2.74605954450826,-1.1305999948283,3
"848",85,16,0,0,0,140,0,1,1,100,1,1,1,-0.7,-0.53,-1,2.14449761272362,0.975471599621045,1.84347124765517,1.44449761272362,0.445471599621045,0.843471247655168,1
"849",85,17,25,1,1,140,0,0,1,100,1,1,1,-1.73,-0.51,-1,0.256575922764121,0.458475382187116,0.0790563511915077,-1.47342407723588,-0.0515246178128836,-0.920943648808492,2
"850",85,18,0,0,0,110,0,1,1,140,1,1,1,-0.55,-0.73,-1,2.18026610464206,1.62239877841528,3.12972399609041,1.63026610464206,0.892398778415282,2.12972399609041,3
"851",86,1,0,0,1,120,0,1,1,80,1,2,1,-0.61,-0.43,-1,-0.249982993384651,-0.450905161074201,-0.428627028890062,-0.859982993384651,-0.880905161074201,-1.42862702889006,1
"852",86,3,0,0,1,90,0,0,0,120,1,2,1,-0.46,-0.6,-1,0.117271040833219,1.93330305455404,0.871263550994389,-0.342728959166781,1.33330305455404,-0.128736449005611,2
"853",86,4,50,0,1,110,25,1,0,140,1,2,1,-2.56,-1.72,-1,0.703371422403341,-1.42441604407518,-0.541923393406153,-1.85662857759666,-3.14441604407518,-1.54192339340615,3
"854",86,6,25,0,0,90,25,1,1,130,1,2,1,-1.45,-1.68,-1,0.0783803394409842,1.74841612390618,1.48051007459654,-1.37161966055902,0.0684161239061796,0.480510074596538,3
"855",86,7,0,0,1,150,25,1,0,130,1,2,1,-0.76,-1.67,-1,-0.0959699058380588,0.0200445896850019,0.117330287313132,-0.855969905838059,-1.649955410315,-0.882669712686868,1
"856",86,8,0,1,0,140,75,0,1,90,1,2,1,-0.72,-3.46,-1,1.72359432280016,4.5714296617866,-0.183071427316521,1.00359432280016,1.1114296617866,-1.18307142731652,2
"857",86,11,0,0,1,120,0,1,1,80,1,2,1,-0.61,-0.43,-1,-0.642820194561757,0.258774039767791,1.55026522240919,-1.25282019456176,-0.171225960232209,0.550265222409189,3
"858",86,14,0,1,0,90,0,0,1,130,1,2,1,-0.47,-0.66,-1,-0.646327719268656,0.783375597467436,0.530311889154594,-1.11632771926866,0.123375597467436,-0.469688110845406,2
"859",86,19,50,0,0,100,0,1,0,80,1,2,1,-2.5,-0.42,-1,3.01130026988752,-0.205497738998632,0.0457880242685777,0.51130026988752,-0.625497738998632,-0.954211975731422,1
"860",86,20,0,0,0,110,0,1,1,140,1,2,1,-0.55,-0.73,-1,0.55965819998428,0.381835906140872,0.13547009920175,0.0096581999842803,-0.348164093859128,-0.86452990079825,1
"861",87,2,0,0,0,100,0,1,1,120,1,1,1,-0.5,-0.63,-1,-1.02823197546121,-0.3329019896209,0.0696826174127924,-1.52823197546121,-0.9629019896209,-0.930317382587208,3
"862",87,5,50,1,0,120,50,0,1,80,1,1,1,-2.62,-2.41,-1,1.68276940527148,0.200779842127493,0.204745311740605,-0.937230594728522,-2.20922015787251,-0.795254688259395,3
"863",87,9,0,0,1,90,0,1,0,130,1,1,1,-0.46,-0.67,-1,0.624813652559641,-0.819174436872294,0.494067971012918,0.164813652559641,-1.48917443687229,-0.505932028987082,1
"864",87,10,25,0,0,110,25,1,0,80,1,1,1,-1.55,-1.42,-1,-0.396961298343417,2.21489389604587,-0.44247860750153,-1.94696129834342,0.794893896045874,-1.44247860750153,2
"865",87,12,25,0,1,120,25,0,0,150,1,1,1,-1.61,-1.75,-1,1.21036426684082,2.65972937637244,-0.551153750082039,-0.399635733159176,0.909729376372441,-1.55115375008204,2
"866",87,13,0,1,0,80,25,1,1,130,1,1,1,-0.42,-1.68,-1,0.852476039133326,1.08633242048531,1.21321345645507,0.432476039133326,-0.593667579514686,0.213213456455066,1
"867",87,15,25,0,1,120,25,1,0,80,1,1,1,-1.61,-1.42,-1,2.59653126560728,-0.300349071684529,0.616125825102033,0.986531265607284,-1.72034907168453,-0.383874174897967,1
"868",87,16,0,0,0,140,0,1,1,100,1,1,1,-0.7,-0.53,-1,0.435051893419961,1.27801693769219,-0.218618703234256,-0.264948106580039,0.74801693769219,-1.21861870323426,2
"869",87,17,25,1,1,140,0,0,1,100,1,1,1,-1.73,-0.51,-1,2.69549257380042,-0.817748323692908,-0.69481904288064,0.965492573800416,-1.32774832369291,-1.69481904288064,1
"870",87,18,0,0,0,110,0,1,1,140,1,1,1,-0.55,-0.73,-1,-0.888299078682806,-1.19647092614895,0.773161993023745,-1.43829907868281,-1.92647092614895,-0.226838006976255,3
"871",88,1,0,0,1,120,0,1,1,80,1,2,1,-0.61,-0.43,-1,1.27611022359729,-0.0982738428940908,6.18025484774356,0.66611022359729,-0.528273842894091,5.18025484774356,3
"872",88,3,0,0,1,90,0,0,0,120,1,2,1,-0.46,-0.6,-1,0.505395872669555,-0.468912451615228,1.00424746139842,0.0453958726695547,-1.06891245161523,0.00424746139841714,1
"873",88,4,50,0,1,110,25,1,0,140,1,2,1,-2.56,-1.72,-1,0.683041881218421,0.862667406669708,1.7511120594344,-1.87695811878158,-0.857332593330292,0.751112059434398,3
"874",88,6,25,0,0,90,25,1,1,130,1,2,1,-1.45,-1.68,-1,0.0705657883364873,2.28195412216978,0.250455480764497,-1.37943421166351,0.601954122169775,-0.749544519235503,2
"875",88,7,0,0,1,150,25,1,0,130,1,2,1,-0.76,-1.67,-1,0.31290296215231,0.271387894600536,0.190748611607301,-0.44709703784769,-1.39861210539946,-0.809251388392699,1
"876",88,8,0,1,0,140,75,0,1,90,1,2,1,-0.72,-3.46,-1,0.197468459063006,0.05847202378043,1.58008768942487,-0.522531540936994,-3.40152797621957,0.58008768942487,3
"877",88,11,0,0,1,120,0,1,1,80,1,2,1,-0.61,-0.43,-1,-0.975685400423142,0.785322024303681,-0.586840733130373,-1.58568540042314,0.355322024303681,-1.58684073313037,2
"878",88,14,0,1,0,90,0,0,1,130,1,2,1,-0.47,-0.66,-1,0.450552499277142,0.312368374220053,-0.246658095311841,-0.0194475007228584,-0.347631625779947,-1.24665809531184,1
"879",88,19,50,0,0,100,0,1,0,80,1,2,1,-2.5,-0.42,-1,2.69434076801406,0.310781318624071,-0.692620531683716,0.194340768014057,-0.109218681375929,-1.69262053168372,1
"880",88,20,0,0,0,110,0,1,1,140,1,2,1,-0.55,-0.73,-1,1.43143682855204,-0.493449237237374,-1.07178189744048,0.881436828552038,-1.22344923723737,-2.07178189744048,1
"881",89,2,0,0,0,100,0,1,1,120,1,1,1,-0.5,-0.63,-1,3.08614456388344,-0.108117114727304,-0.174052477412416,2.58614456388344,-0.738117114727304,-1.17405247741242,1
"882",89,5,50,1,0,120,50,0,1,80,1,1,1,-2.62,-2.41,-1,0.539076372017575,1.30673571961142,-0.0577414634461872,-2.08092362798243,-1.10326428038858,-1.05774146344619,3
"883",89,9,0,0,1,90,0,1,0,130,1,1,1,-0.46,-0.67,-1,-0.0966378378186604,0.675136320646125,1.0148884719155,-0.55663783781866,0.00513632064612457,0.0148884719154958,3
"884",89,10,25,0,0,110,25,1,0,80,1,1,1,-1.55,-1.42,-1,-0.293397788148952,-0.516970707119798,-0.70834617129864,-1.84339778814895,-1.9369707071198,-1.70834617129864,3
"885",89,12,25,0,1,120,25,0,0,150,1,1,1,-1.61,-1.75,-1,0.609094666942299,0.626640441178343,2.39693472997664,-1.0009053330577,-1.12335955882166,1.39693472997664,3
"886",89,13,0,1,0,80,25,1,1,130,1,1,1,-0.42,-1.68,-1,0.761290073029967,0.195279385134392,0.449275013638309,0.341290073029967,-1.48472061486561,-0.550724986361691,1
"887",89,15,25,0,1,120,25,1,0,80,1,1,1,-1.61,-1.42,-1,0.778906489528744,3.5670177936669,0.55769244980495,-0.831093510471256,2.1470177936669,-0.44230755019505,2
"888",89,16,0,0,0,140,0,1,1,100,1,1,1,-0.7,-0.53,-1,0.0141286582032956,-0.443391244348195,-0.647928087747159,-0.685871341796705,-0.973391244348196,-1.64792808774716,1
"889",89,17,25,1,1,140,0,0,1,100,1,1,1,-1.73,-0.51,-1,-1.90523960443239,-0.35258853272376,-0.159244557233938,-3.63523960443239,-0.86258853272376,-1.15924455723394,2
"890",89,18,0,0,0,110,0,1,1,140,1,1,1,-0.55,-0.73,-1,0.588960700488202,-0.508172757884688,-0.160883711537233,0.038960700488202,-1.23817275788469,-1.16088371153723,1
"891",90,1,0,0,1,120,0,1,1,80,1,2,1,-0.61,-0.43,-1,0.0528320242014683,-2.16304128241089,-0.034230971777194,-0.557167975798532,-2.59304128241089,-1.03423097177719,1
"892",90,3,0,0,1,90,0,0,0,120,1,2,1,-0.46,-0.6,-1,-1.21820787160615,1.7173977684781,-0.191108285074461,-1.67820787160615,1.1173977684781,-1.19110828507446,2
"893",90,4,50,0,1,110,25,1,0,140,1,2,1,-2.56,-1.72,-1,-0.00686301834762285,0.286652955585266,4.43882958138868,-2.56686301834762,-1.43334704441473,3.43882958138868,3
"894",90,6,25,0,0,90,25,1,1,130,1,2,1,-1.45,-1.68,-1,0.388468709873808,4.46890502628815,1.62648089731724,-1.06153129012619,2.78890502628815,0.626480897317243,2
"895",90,7,0,0,1,150,25,1,0,130,1,2,1,-0.76,-1.67,-1,-0.397991777687985,-0.821882298021189,-0.120318382386273,-1.15799177768798,-2.49188229802119,-1.12031838238627,3
"896",90,8,0,1,0,140,75,0,1,90,1,2,1,-0.72,-3.46,-1,-1.21544922268134,3.75011100066398,-0.94620727921035,-1.93544922268134,0.29011100066398,-1.94620727921035,2
"897",90,11,0,0,1,120,0,1,1,80,1,2,1,-0.61,-0.43,-1,0.745906109540446,0.724428631877185,-0.143669677226277,0.135906109540446,0.294428631877184,-1.14366967722628,2
"898",90,14,0,1,0,90,0,0,1,130,1,2,1,-0.47,-0.66,-1,-0.440043758363612,2.52049213415643,-0.979902647252823,-0.910043758363612,1.86049213415643,-1.97990264725282,2
"899",90,19,50,0,0,100,0,1,0,80,1,2,1,-2.5,-0.42,-1,0.907650558200584,1.05216551405314,-0.859015377436616,-1.59234944179942,0.632165514053136,-1.85901537743662,2
"900",90,20,0,0,0,110,0,1,1,140,1,2,1,-0.55,-0.73,-1,0.114720714427528,-0.41984619069603,1.96257073441275,-0.435279285572472,-1.14984619069603,0.962570734412746,3
"901",91,2,0,0,0,100,0,1,1,120,1,1,1,-0.5,-0.63,-1,-0.218633237705049,-0.641910557167586,2.0841254206473,-0.718633237705049,-1.27191055716759,1.0841254206473,3
"902",91,5,50,1,0,120,50,0,1,80,1,1,1,-2.62,-2.41,-1,-1.0328612897018,-0.487188494961199,1.67981468555428,-3.6528612897018,-2.8971884949612,0.679814685554285,3
"903",91,9,0,0,1,90,0,1,0,130,1,1,1,-0.46,-0.67,-1,-1.0493616366257,0.0924684078056508,1.09211585508658,-1.5093616366257,-0.577531592194349,0.0921158550865817,3
"904",91,10,25,0,0,110,25,1,0,80,1,1,1,-1.55,-1.42,-1,1.01533033013726,-1.39228143424602,0.640800365122144,-0.534669669862744,-2.81228143424602,-0.359199634877856,3
"905",91,12,25,0,1,120,25,0,0,150,1,1,1,-1.61,-1.75,-1,0.247664001909088,1.25049863970545,-0.173158875109023,-1.36233599809091,-0.499501360294553,-1.17315887510902,2
"906",91,13,0,1,0,80,25,1,1,130,1,1,1,-0.42,-1.68,-1,2.66638153616761,0.0577965684948841,-0.262999844668005,2.24638153616761,-1.62220343150512,-1.262999844668,1
"907",91,15,25,0,1,120,25,1,0,80,1,1,1,-1.61,-1.42,-1,0.302583302429125,1.53875832071099,1.34237127193176,-1.30741669757087,0.118758320710991,0.342371271931757,3
"908",91,16,0,0,0,140,0,1,1,100,1,1,1,-0.7,-0.53,-1,1.12061567092169,4.88612588340548,-0.030514286307277,0.420615670921691,4.35612588340548,-1.03051428630728,2
"909",91,17,25,1,1,140,0,0,1,100,1,1,1,-1.73,-0.51,-1,0.279494073287541,1.50253496610018,2.40820186032552,-1.45050592671246,0.992534966100176,1.40820186032552,3
"910",91,18,0,0,0,110,0,1,1,140,1,1,1,-0.55,-0.73,-1,-0.0905551864165319,0.819474358422314,0.587444563702083,-0.640555186416532,0.0894743584223143,-0.412555436297917,2
"911",92,1,0,0,1,120,0,1,1,80,1,2,1,-0.61,-0.43,-1,0.805398676398173,0.695462378150362,0.0921456283580244,0.195398676398173,0.265462378150362,-0.907854371641976,2
"912",92,3,0,0,1,90,0,0,0,120,1,2,1,-0.46,-0.6,-1,0.0747036541435518,0.521038813935568,1.5079051227138,-0.385296345856448,-0.0789611860644321,0.507905122713796,3
"913",92,4,50,0,1,110,25,1,0,140,1,2,1,-2.56,-1.72,-1,-0.0125181469899734,0.454541283478131,-0.297220842539541,-2.57251814698997,-1.26545871652187,-1.29722084253954,2
"914",92,6,25,0,0,90,25,1,1,130,1,2,1,-1.45,-1.68,-1,-1.00395790041077,2.01988091320799,1.37220520260669,-2.45395790041077,0.33988091320799,0.372205202606685,3
"915",92,7,0,0,1,150,25,1,0,130,1,2,1,-0.76,-1.67,-1,0.395655014520523,0.373688918918767,1.00229425483334,-0.364344985479477,-1.29631108108123,0.002294254833344,3
"916",92,8,0,1,0,140,75,0,1,90,1,2,1,-0.72,-3.46,-1,0.519196854111458,0.788295414963755,0.386473372841244,-0.200803145888542,-2.67170458503624,-0.613526627158756,1
"917",92,11,0,0,1,120,0,1,1,80,1,2,1,-0.61,-0.43,-1,-0.0406977793285005,3.67126871227205,0.716114883810366,-0.6506977793285,3.24126871227205,-0.283885116189634,2
"918",92,14,0,1,0,90,0,0,1,130,1,2,1,-0.47,-0.66,-1,-0.529065271622068,-0.350079933067703,0.0782425969723037,-0.999065271622068,-1.0100799330677,-0.921757403027696,3
"919",92,19,50,0,0,100,0,1,0,80,1,2,1,-2.5,-0.42,-1,-1.43272652816252,3.19378218876777,0.875141868990346,-3.93272652816252,2.77378218876777,-0.124858131009654,2
"920",92,20,0,0,0,110,0,1,1,140,1,2,1,-0.55,-0.73,-1,0.292805245370295,2.14356350120334,0.509300235045007,-0.257194754629705,1.41356350120334,-0.490699764954993,2
"921",93,2,0,0,0,100,0,1,1,120,1,1,1,-0.5,-0.63,-1,-2.05567913661457,2.11345435421715,1.16475187228812,-2.55567913661457,1.48345435421715,0.164751872288121,2
"922",93,5,50,1,0,120,50,0,1,80,1,1,1,-2.62,-2.41,-1,0.958739359019829,1.07533403332182,0.540150309769378,-1.66126064098017,-1.33466596667818,-0.459849690230622,3
"923",93,9,0,0,1,90,0,1,0,130,1,1,1,-0.46,-0.67,-1,0.282314304702437,1.09203273494247,-0.566397451389374,-0.177685695297563,0.422032734942468,-1.56639745138937,2
"924",93,10,25,0,0,110,25,1,0,80,1,1,1,-1.55,-1.42,-1,1.79607594870567,1.00936590031076,0.125494321008252,0.246075948705672,-0.41063409968924,-0.874505678991748,1
"925",93,12,25,0,1,120,25,0,0,150,1,1,1,-1.61,-1.75,-1,1.54702358927919,-0.93743739638808,1.21182853506801,-0.0629764107208062,-2.68743739638808,0.211828535068008,3
"926",93,13,0,1,0,80,25,1,1,130,1,1,1,-0.42,-1.68,-1,1.38183856277605,0.759335488897649,1.44783855475375,0.961838562776055,-0.920664511102351,0.447838554753746,1
"927",93,15,25,0,1,120,25,1,0,80,1,1,1,-1.61,-1.42,-1,1.24673572692314,0.472596047771953,3.07584654047723,-0.363264273076863,-0.947403952228047,2.07584654047723,3
"928",93,16,0,0,0,140,0,1,1,100,1,1,1,-0.7,-0.53,-1,0.719867307481222,0.580463716851621,1.53119154329734,0.019867307481222,0.050463716851621,0.531191543297337,3
"929",93,17,25,1,1,140,0,0,1,100,1,1,1,-1.73,-0.51,-1,1.94751238989917,-0.749112606318268,2.27545849248376,0.217512389899174,-1.25911260631827,1.27545849248376,3
"930",93,18,0,0,0,110,0,1,1,140,1,1,1,-0.55,-0.73,-1,-0.0389918992638827,0.284455244809273,1.85163353627239,-0.588991899263883,-0.445544755190728,0.85163353627239,3
"931",94,1,0,0,1,120,0,1,1,80,1,2,1,-0.61,-0.43,-1,1.81824204202375,2.5720267705272,-0.266942939084695,1.20824204202375,2.1420267705272,-1.26694293908469,2
"932",94,3,0,0,1,90,0,0,0,120,1,2,1,-0.46,-0.6,-1,0.00997603676281886,2.20063397898215,0.23163560186604,-0.450023963237181,1.60063397898215,-0.76836439813396,2
"933",94,4,50,0,1,110,25,1,0,140,1,2,1,-2.56,-1.72,-1,0.380491234634186,-1.25065696125198,0.278171538117435,-2.17950876536581,-2.97065696125198,-0.721828461882565,3
"934",94,6,25,0,0,90,25,1,1,130,1,2,1,-1.45,-1.68,-1,0.404346728234321,0.0855561971837461,-0.984136972083963,-1.04565327176568,-1.59444380281625,-1.98413697208396,1
"935",94,7,0,0,1,150,25,1,0,130,1,2,1,-0.76,-1.67,-1,-0.78912952097695,1.7560352796684,-0.256596839425068,-1.54912952097695,0.0860352796683996,-1.25659683942507,2
"936",94,8,0,1,0,140,75,0,1,90,1,2,1,-0.72,-3.46,-1,0.917788884967618,1.6972194531118,1.42669640439802,0.197788884967618,-1.7627805468882,0.426696404398015,3
"937",94,11,0,0,1,120,0,1,1,80,1,2,1,-0.61,-0.43,-1,-0.472607825382239,0.57067671757806,-0.777519756866944,-1.08260782538224,0.14067671757806,-1.77751975686694,2
"938",94,14,0,1,0,90,0,0,1,130,1,2,1,-0.47,-0.66,-1,1.89299840744156,1.20300311274224,1.20732291384423,1.42299840744156,0.543003112742242,0.207322913844232,1
"939",94,19,50,0,0,100,0,1,0,80,1,2,1,-2.5,-0.42,-1,0.0646376923340158,0.290106406525742,0.740592650863856,-2.43536230766598,-0.129893593474258,-0.259407349136144,2
"940",94,20,0,0,0,110,0,1,1,140,1,2,1,-0.55,-0.73,-1,-0.832525731961783,0.170991381712749,0.323542710052406,-1.38252573196178,-0.559008618287251,-0.676457289947594,2
"941",95,2,0,0,0,100,0,1,1,120,1,1,1,-0.5,-0.63,-1,-1.51444977698578,2.26576355528318,-1.1231629797431,-2.01444977698578,1.63576355528318,-2.1231629797431,2
"942",95,5,50,1,0,120,50,0,1,80,1,1,1,-2.62,-2.41,-1,-0.54481407645562,0.362753121951807,1.99714227192975,-3.16481407645562,-2.04724687804819,0.997142271929752,3
"943",95,9,0,0,1,90,0,1,0,130,1,1,1,-0.46,-0.67,-1,-1.3298427602658,1.30606437141222,-1.0682051962989,-1.7898427602658,0.636064371412225,-2.0682051962989,2
"944",95,10,25,0,0,110,25,1,0,80,1,1,1,-1.55,-1.42,-1,-0.0168688083902625,0.814498012347547,0.113598942656614,-1.56686880839026,-0.605501987652453,-0.886401057343386,2
"945",95,12,25,0,1,120,25,0,0,150,1,1,1,-1.61,-1.75,-1,-1.12531400406718,-0.227479339109045,0.49270832941203,-2.73531400406718,-1.97747933910905,-0.50729167058797,3
"946",95,13,0,1,0,80,25,1,1,130,1,1,1,-0.42,-1.68,-1,-0.861392224761196,0.0794795711401482,1.60285253310917,-1.2813922247612,-1.60052042885985,0.602852533109166,3
"947",95,15,25,0,1,120,25,1,0,80,1,1,1,-1.61,-1.42,-1,1.08196306313356,-1.87197668143748,-0.421630460113274,-0.528036936866442,-3.29197668143748,-1.42163046011327,1
"948",95,16,0,0,0,140,0,1,1,100,1,1,1,-0.7,-0.53,-1,-0.0505857733221316,-0.0720648219683251,0.666091049434231,-0.750585773322132,-0.602064821968325,-0.333908950565769,3
"949",95,17,25,1,1,140,0,0,1,100,1,1,1,-1.73,-0.51,-1,0.277013518097766,-0.158869026383052,-2.21626811118766,-1.45298648190223,-0.668869026383051,-3.21626811118766,2
"950",95,18,0,0,0,110,0,1,1,140,1,1,1,-0.55,-0.73,-1,0.141551945686421,0.481086393649828,-0.383163004637053,-0.408448054313579,-0.248913606350172,-1.38316300463705,2
"951",96,1,0,0,1,120,0,1,1,80,1,2,1,-0.61,-0.43,-1,-0.368190293870572,0.688959026867627,1.87447493019041,-0.978190293870572,0.258959026867627,0.87447493019041,3
"952",96,3,0,0,1,90,0,0,0,120,1,2,1,-0.46,-0.6,-1,3.44279942632632,1.16922319363143,1.97311723238167,2.98279942632632,0.56922319363143,0.973117232381674,1
"953",96,4,50,0,1,110,25,1,0,140,1,2,1,-2.56,-1.72,-1,-1.24315934664537,2.58516928586101,0.879174087605968,-3.80315934664537,0.865169285861012,-0.120825912394032,2
"954",96,6,25,0,0,90,25,1,1,130,1,2,1,-1.45,-1.68,-1,0.720856888325249,-0.404398341307088,0.863472610601565,-0.729143111674751,-2.08439834130709,-0.136527389398435,3
"955",96,7,0,0,1,150,25,1,0,130,1,2,1,-0.76,-1.67,-1,0.487132677085755,-0.695732133885893,2.7999153952962,-0.272867322914245,-2.36573213388589,1.7999153952962,3
"956",96,8,0,1,0,140,75,0,1,90,1,2,1,-0.72,-3.46,-1,0.859122150477615,5.96769347755818,1.29555048254032,0.139122150477615,2.50769347755818,0.295550482540315,2
"957",96,11,0,0,1,120,0,1,1,80,1,2,1,-0.61,-0.43,-1,0.0781390504368018,4.32129431656995,-1.20126319300775,-0.531860949563198,3.89129431656995,-2.20126319300775,2
"958",96,14,0,1,0,90,0,0,1,130,1,2,1,-0.47,-0.66,-1,0.292165153502269,-0.230740998963653,0.101061148704778,-0.177834846497731,-0.890740998963653,-0.898938851295222,1
"959",96,19,50,0,0,100,0,1,0,80,1,2,1,-2.5,-0.42,-1,0.996742734154772,0.78460875023114,0.0977504619522096,-1.50325726584523,0.36460875023114,-0.90224953804779,2
"960",96,20,0,0,0,110,0,1,1,140,1,2,1,-0.55,-0.73,-1,2.2843862837976,0.597102657090259,2.88778358583173,1.7343862837976,-0.132897342909741,1.88778358583173,3
"961",97,2,0,0,0,100,0,1,1,120,1,1,1,-0.5,-0.63,-1,-1.59069636525805,4.1146377996361,-0.379907282586999,-2.09069636525805,3.4846377996361,-1.379907282587,2
"962",97,5,50,1,0,120,50,0,1,80,1,1,1,-2.62,-2.41,-1,0.475255540519592,1.11082351188524,0.870760561131585,-2.14474445948041,-1.29917648811476,-0.129239438868415,3
"963",97,9,0,0,1,90,0,1,0,130,1,1,1,-0.46,-0.67,-1,-0.740844618518868,1.66068133603545,-1.14983420191341,-1.20084461851887,0.99068133603545,-2.14983420191341,2
"964",97,10,25,0,0,110,25,1,0,80,1,1,1,-1.55,-1.42,-1,-0.240649003876847,-0.068994006730788,0.566582708242276,-1.79064900387685,-1.48899400673079,-0.433417291757724,3
"965",97,12,25,0,1,120,25,0,0,150,1,1,1,-1.61,-1.75,-1,1.17788587759957,0.033713728853543,0.567296746210147,-0.432114122400432,-1.71628627114646,-0.432703253789853,1
"966",97,13,0,1,0,80,25,1,1,130,1,1,1,-0.42,-1.68,-1,-1.22325978596651,4.75632951155683,0.430328844843737,-1.64325978596651,3.07632951155683,-0.569671155156263,2
"967",97,15,25,0,1,120,25,1,0,80,1,1,1,-1.61,-1.42,-1,3.31423349299227,1.36606485051162,1.24453190236572,1.70423349299227,-0.0539351494883793,0.244531902365721,1
"968",97,16,0,0,0,140,0,1,1,100,1,1,1,-0.7,-0.53,-1,0.884049256683278,0.684421358117737,-0.393629289235899,0.184049256683278,0.154421358117737,-1.3936292892359,1
"969",97,17,25,1,1,140,0,0,1,100,1,1,1,-1.73,-0.51,-1,1.08845806605932,1.00840743035649,-0.496858376216821,-0.641541933940678,0.498407430356492,-1.49685837621682,2
"970",97,18,0,0,0,110,0,1,1,140,1,1,1,-0.55,-0.73,-1,0.341282976379419,-0.11314750842314,-0.401885833830894,-0.208717023620581,-0.84314750842314,-1.40188583383089,1
"971",98,1,0,0,1,120,0,1,1,80,1,2,1,-0.61,-0.43,-1,0.489049469649469,2.14476459276552,-0.233587808279434,-0.120950530350531,1.71476459276552,-1.23358780827943,2
"972",98,3,0,0,1,90,0,0,0,120,1,2,1,-0.46,-0.6,-1,0.966894158217979,-0.657260104298089,0.131031468798168,0.506894158217979,-1.25726010429809,-0.868968531201832,1
"973",98,4,50,0,1,110,25,1,0,140,1,2,1,-2.56,-1.72,-1,0.115560433761255,1.77459416852041,0.392832417866463,-2.44443956623874,0.0545941685204072,-0.607167582133537,2
"974",98,6,25,0,0,90,25,1,1,130,1,2,1,-1.45,-1.68,-1,0.752753290368265,1.1419013784684,0.760942270011223,-0.697246709631735,-0.538098621531603,-0.239057729988777,3
"975",98,7,0,0,1,150,25,1,0,130,1,2,1,-0.76,-1.67,-1,1.49093223970365,0.752487620591266,4.19817021736654,0.730932239703655,-0.917512379408734,3.19817021736654,3
"976",98,8,0,1,0,140,75,0,1,90,1,2,1,-0.72,-3.46,-1,-1.48034640890356,0.370690605211056,-0.0173618003621157,-2.20034640890356,-3.08930939478894,-1.01736180036212,3
"977",98,11,0,0,1,120,0,1,1,80,1,2,1,-0.61,-0.43,-1,2.49507553005026,0.138242816479436,1.87174058857369,1.88507553005026,-0.291757183520564,0.871740588573687,1
"978",98,14,0,1,0,90,0,0,1,130,1,2,1,-0.47,-0.66,-1,-0.977543646533605,0.103821212372965,2.08625689798366,-1.4475436465336,-0.556178787627035,1.08625689798366,3
"979",98,19,50,0,0,100,0,1,0,80,1,2,1,-2.5,-0.42,-1,6.23385854244558,1.1511053492254,3.76643114496117,3.73385854244558,0.731105349225399,2.76643114496117,1
"980",98,20,0,0,0,110,0,1,1,140,1,2,1,-0.55,-0.73,-1,-0.700170673661623,0.434016434162827,0.905656389308725,-1.25017067366162,-0.295983565837173,-0.0943436106912754,3
"981",99,2,0,0,0,100,0,1,1,120,1,1,1,-0.5,-0.63,-1,1.15877572035052,0.907126266231847,-1.20077814078127,0.658775720350522,0.277126266231847,-2.20077814078127,1
"982",99,5,50,1,0,120,50,0,1,80,1,1,1,-2.62,-2.41,-1,1.31691128349996,-0.716520485181117,-0.0873087098506853,-1.30308871650004,-3.12652048518112,-1.08730870985069,3
"983",99,9,0,0,1,90,0,1,0,130,1,1,1,-0.46,-0.67,-1,0.329028913532468,-0.836905340988908,-0.752974615278752,-0.130971086467532,-1.50690534098891,-1.75297461527875,1
"984",99,10,25,0,0,110,25,1,0,80,1,1,1,-1.55,-1.42,-1,-0.0917194493176185,-0.761447256876754,3.85754721266662,-1.64171944931762,-2.18144725687675,2.85754721266662,3
"985",99,12,25,0,1,120,25,0,0,150,1,1,1,-1.61,-1.75,-1,0.641789881605955,1.48242359075344,0.185873414938486,-0.968210118394045,-0.267576409246556,-0.814126585061514,2
